,Year,Country,Case Number,Activity,Injury,Fatal (Y/N)
358,2014,OTHER,2014.02.20,Surfing,Lacerations to lower leg,N
359,2014,PAPUA NEW GUINEA,2014.02.17,Other,"No injury to occupants, hull bitten",N
360,2014,AUSTRALIA,2014.02.08,Diving,FATAL,Y
361,2014,OTHER,2014.02.07.b,Fishing,Possibly a PROVOKED INCIDENT,N
362,2014,NEW ZEALAND,2014.02.07,Surfing,Lacerations to leg,N
363,2014,AUSTRALIA,2014.01.26,Fishing,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,N
364,2014,NEW ZEALAND,2014.01.25,Fishing,Minor injury to left lower leg & heel,N
365,2014,JAPAN,2014.01.04,Other,5 cm bite to left foot,N
366,2014,NEW ZEALAND,2014.00.00,Other,"No injury to occupants, shark nudged and bit boat",N
367,2013,NEW CALEDONIA,2013.12.25,Snorkeling,Leg bitten,N
368,2013,SOUTH AFRICA,2013.12.16,Surfing,Injuries to left thigh,N
369,2013,OTHER,2013.12.13,Fishing,Severe injury to arm,N
370,2013,USA,2013.12.11,Other,Lacerations to right hand & knee,N
371,2013,USA,2013.12.10,Surfing,Right foot bitten,N
372,2013,AUSTRALIA,2013.12.05,Surfing,"Puncture wounds to hand, laceration to leg",N
373,2013,USA,2013.12.02,Fishing,FATAL,Y
374,2013,AUSTRALIA,2013.11.30,Body boarding,FATAL,Y
375,2013,USA,2013.11.29,Snorkeling,Right calf bitten,N
376,2013,AUSTRALIA,2013.11.23.a,Surfing,FATAL,Y
377,2013,USA,2013.11.22,Surfing,"No injury, board bitten",N
378,2013,AUSTRALIA,2013.11.12,Surfing,"No injury, board bumped by shark",N
379,2013,BAHAMAS,2013.11.10,Fishing,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,N
380,2013,USA,2013.11.07.b,Body boarding,"No injury, swim fin bitten",N
381,2013,USA,2013.11.07.a,Surfing,Foot bitten,N
382,2013,USA,2013.10.31,Other,Severe bite to right calf & anklel,N
383,2013,AUSTRALIA,2013.10.28,Snorkeling,Lacerations to right arm,N
384,2013,REUNION,2013.10.26.b,Body boarding,Right leg severed,N
385,2013,AUSTRALIA,2013.10.26.a,Diving,"No injury, swim fin shredded",N
386,2013,AUSTRALIA,2013.10.24,Surfing,Injuries to right foot,N
387,2013,USA,2013.10.23,Diving,"3"" laceration to left hip",N
388,2013,USA,2013.10.20,Surfing,"No injury, shark bit surfboard",N
389,2013,USA,2013.10.19,Wading,Bitten on left calf & foot,N
390,2013,SOUTH AFRICA,2013.10.11,Swimming,FATAL,Y
391,2013,AUSTRALIA,2013.10.08,Diving,"Injuries to torso, head and face",N
392,2013,USA,2013.10.05,Surfing,Laceration to thigh,N
393,2013,USA,2013.10.05,Wading,Lacerations to  right forearm,N
394,2013,USA,2013.09.29.b,Surfing,Lacerations to hand,N
395,2013,OTHER,2013.09.29.a,Diving,Hand bitten PROVOKED INCIDENT,N
396,2013,USA,2013.09.25,Standing,Laceration and puncture wounds to ankle,N
397,2013,USA,2013.09.21.b,Swimming,Lacerations to right foot,N
398,2013,USA,2013.09.21.a,Surfing,Lacerations to left foream,N
399,2013,USA,2013.09.14,Swimming,Lacerations to right foot,N
400,2013,USA,2013.09.12,Surfing,Heel bitten,N
401,2013,USA,2013.09.08,Other,No details,UNKNOWN
402,2013,USA,2013.09.07.b,Surfing,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,N
403,2013,USA,2013.09.07.a,Standing,"Minor injury, shin bitten",N
404,2013,USA,2013.09.02,Swimming,Shoulder bitten,N
405,2013,USA,2013.09.01.c,Other,Arm bitten by captive shark PROVOKED INCIDENT,N
406,2013,BAHAMAS,2013.09.01.b,Other,Leg injured,N
407,2013,USA,2013.09.01.a,Other,Lacerations to left calf,N
408,2013,BAHAMAS,2013.08.31.b,Fishing,Lower left leg bitten,N
409,2013,USA,2013.08.31.a,Swimming,Foot bitten,N
410,2013,USA,2013.08.29,Swimming,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",N
411,2013,OTHER,2013.08.26,Fishing,Laceration to right arm from hooked shark  PROVOKED INCIDENT,N
412,2013,USA,2013.08.25.b,Other,Minor injury to left lower leg & heel,N
413,2013,AUSTRALIA,2013.08.25,Other,Lacerations to left forearm,N
414,2013,USA,2013.08.18,Surfing,Lacerations to buttocks & thigh,N
415,2013,USA,2013.08.17,Surfing,"No injury, shark bumped surfboard",N
416,2013,USA,2013.08.14,Snorkeling,FATAL,Y
417,2013,USA,2013.08.13,Other,No injury & not on board. Board adrift when bitten by shark,N
418,2013,USA,2013.08.11,Surfing,"No injury, shark became entangled in his surfboard leash",N
419,2013,SOUTH AFRICA,2013.08.08.R,Other,"Unknown, but survived",N
420,2013,USA,2013.08.05,Fishing,Minor injury to foot & shin,N
421,2013,USA,2013.07.31,Snorkeling,"Lacerations to hand, face and torso",N
422,2013,USA,2013.07.30,Swimming,Foot bitten,N
423,2013,BAHAMAS,2013.07.29.c,Fishing,Leg bitten,N
424,2013,MEXICO,2013.07.29.b,Wading,Hip bitten,N
425,2013,USA,2013.07.29.a,Surfing,Lower leg bitten,N
426,2013,BAHAMAS,2013.07.28.b,Fishing,Bitten on left hand,N
427,2013,BAHAMAS,2013.07.28.a,Diving,Bitten on rear lower extremities,N
428,2013,BRAZIL,2013.07.22,Swimming,FATAL,Y
429,2013,USA,2013.07.19,Surfing,Lacerations and abrasions to foot and ankle,N
430,2013,USA,2013.07.17.R,Swimming,4 cuts to posterior calf,N
431,2013,REUNION,2013.07.15,Swimming,FATAL,Y
432,2013,OTHER,2013.07.14,Swimming,FATAL,Y
433,2013,USA,2013.07.11,Wading,Right foot bitten,N
434,2013,SPAIN,2013.07.09,Swimming,"Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement",N
435,2013,AUSTRALIA,2013.07.02,Surfing,"No injury, holes in wetsuit ",N
436,2013,OTHER,2013.06.30,Fishing,Right thigh bitten,N
437,2013,OTHER,2013.06.27,Other,Probable drowning with post-mortem bites,Y
438,2013,USA,2013.06.25.c,Fishing,"No injury, kayak scratched",N
439,2013,USA,2013.06.25.b,Swimming,Lacerations to left foot,N
440,2013,USA,2013.06.25.a,Swimming,"Bitten on lower right leg, reported as a minor injury",N
441,2013,USA,2013.06.18,Swimming,Right thigh & calf bitten,N
442,2013,USA,2013.06.17,Swimming,Left leg & hand bitten,N
443,2013,SOUTH AFRICA,2013.06.16,Surfing,Lacerations to knee,N
444,2013,USA,2013.06.15,Surfing,Lacerations to left ankle,N
445,2013,USA,2013.06.14.R,Other,Puncture marks to hand,N
446,2013,USA,2013.06.06.b,Fishing,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,N
447,2013,AUSTRALIA,2013.06.06.a,Surfing,"No injury, board damaged",N
448,2013,USA,2013.05.27.b,Diving,Lacerations to right hand,N
449,2013,USA,2013.05.27.a,Swimming,Right foot bitten,N
450,2013,BRAZIL,2013.05.23.b,Other,FATAL,Y
451,2013,OTHER,2013.05.23.a,Fishing,Two fingers lost PROVOKED INCIDENT,N
452,2013,OTHER,2013.05.14,Surfing,Superficial injury to left calf,N
453,2013,USA,2013.05.08.b,Surfing,Shark bites were post-mortem,Y
454,2013,REUNION,2013.05.08.a,Body boarding,FATAL,Y
455,2013,USA,2013.05.04.a,Surfing,Lacerations to left foot and ankle,N
456,2013,AUSTRALIA,2013.04.28,Fishing,Foot bitten by landed shark PROVOKED INCIDENT,N
457,2013,MEXICO,2013.04.24,Swimming,Avulsion injury  to lower right leg,N
458,2013,AUSTRALIA,2013.04.21,Fishing,Puncture wounds and lacerations to both legs,N
459,2013,USA,2013.04.17,Surfing,Lacerations to right foot,N
460,2013,SOUTH AFRICA,2013.04.14,Diving,"""Light scratch on hand/wrist area""",N
461,2013,USA,2013.04.13.b,Surfing,Minor lacerations to right hand,N
462,2013,OTHER,2013.04.13.a,Other,FATAL,Y
463,2013,OTHER,2013.04.10,Other,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",N
464,2013,USA,2013.04.04,Swimming,Lacerations to hand,N
465,2013,AUSTRALIA,2013.04.02.R,Other,Disappeared. No evidence that he was taken by a shark,Y
466,2013,USA,2013.04.02.a,Surfing,Right thigh bitten,N
467,2013,AUSTRALIA,2013.03.31,Surfing,Never happened; it was a  hoax,N
468,2013,OTHER,2013.03.29,Diving,Lacerations to left foot,N
469,2013,OTHER,2013.03.21.R,Snorkeling,Toe injured,N
470,2013,BAHAMAS,2013.03.21,Fishing,Left foot bitten,N
471,2013,SOUTH AFRICA,2013.03.16.b,Fishing,Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT,N
472,2013,SOUTH AFRICA,2013.03.16.a,Surfing,"No injury, surfboard bitten",N
473,2013,OTHER,2013.03.12,Fishing,FATAL,Y
474,2013,AUSTRALIA,2013.03.10.b,Fishing,Laceration to left hand,N
475,2013,PHILIPPINES,2013.03.10.a,Swimming,Minor leg injuries,N
476,2013,SOUTH AFRICA,2013.03.03,Swimming,Injuries to arms & hands,N
477,2013,NEW ZEALAND,2013.02.27,Swimming,FATAL,Y
478,2013,USA,2013.02.21.b,Surfing,Lacerations to right leg,N
479,2013,USA,2013.02.21.a,Surfing,"No injury, shark bit rail of foam board",N
480,2013,USA,2013.02.10,Surfing,Lacerations to right hand,N
481,2013,OTHER,2013.02.09,Diving,Lacerations to right arm & thigh,N
482,2013,OTHER,2013.02.01,Other,Knee bitten,N
483,2013,AUSTRALIA,2013.01.26,Fishing,"No injury to occupants, shark bit propeller",N
484,2013,AUSTRALIA,2013.01.25,Surfing,Lacerations to neck,N
485,2013,AUSTRALIA,2013.01.21.R,Other,"No injury, a 3 m blue shark merely snapped at the man.",N
486,2013,USA,2013.01.16,Surfing,Left forearm bitten ,N
487,2013,NEW ZEALAND,2013.01.13,Fishing,Minor cut on finger,N
488,2013,AUSTRALIA,2013.01.05,Diving,Calf & shin bitten ,N
489,2012,USA,2012.12.31,Swimming,Lower leg or ankle bitten,N
490,2012,AUSTRALIA,2012.12.30,Surfing,"No injury, chunk missing from surfboard",N
491,2012,AUSTRALIA,2012.12.28,Other,Lacerations to thigh and hand,N
492,2012,SOUTH AFRICA,2012.12.25,Swimming,FATAL,Y
493,2012,AUSTRALIA,2012.12.19,Surfing,No injury,N
494,2012,USA,2012.12.05,Surfing,Lacerations to left foot,N
495,2012,AUSTRALIA,2012.12.02,Fishing,Minor puncture wounds to knee,N
496,2012,NEW ZEALAND,2012.12.00,Diving,"No injury, shark grabbed hood",N
497,2012,USA,2012.11.30,Snorkeling,Lacerations to thigh & lower left leg,N
498,2012,AUSTRALIA,2012.11.27,Other,"Injury to ankle caused  by a stingray, not a shark",N
499,2012,MEXICO,2012.11.22,Swimming,FATAL,Y
500,2012,USA,2012.11.19,Surfing,Minor lacerations to left foot & heel,N
501,2012,USA,2012.11.04.b,Diving,Right lower leg and foot bitten,N
502,2012,USA,2012.11.04.a,Surfing,"No injury, surfboard bitten",N
503,2012,USA,2012.10.30,Surfing,Multiple lacerations to torso,N
504,2012,USA,2012.10.27,Swimming,"Puncture wounds to thigh, defense wounds  to hand",N
505,2012,USA,2012.10.23,Surfing,FATAL,Y
506,2012,USA,2012.10.19,Other,Left calf bitten,N
507,2012,USA,2012.10.18.b,Surfing,Minor bite to ankle,N
508,2012,USA,2012.10.18.a,Other,"No injury, board bitten",N
509,2012,USA,2012.10.16,Other,Laceration to toe,N
510,2012,OTHER,2012.10.11.R,Bathing,Laceration to right leg,N
511,2012,USA,2012.10.07,Surfing,"No ijnury to boardrider, shark struck board breaking the mast",N
512,2012,AUSTRALIA,2012.10.02,Other,"No injury, but swim fin bitten & torn",N
513,2012,USA,2012.09.25,Surfing,Lacerations to left forearm,N
514,2012,USA,2012.09.24,Surfing,Left foot bitten,N
515,2012,USA,2012.09.16,Surfing,Foot bitten,N
516,2012,OTHER,2012.09.10,Swimming,Injuries to thighs & buttocks,N
517,2012,USA,2012.09.09,Surfing,Minor injury to elbow,N
518,2012,USA,2012.09.08.b,Surfing,Right foot bitten,N
519,2012,USA,2012.09.08.a,Swimming,Lacerations to right calf,N
520,2012,USA,2012.09.06.b,Surfing,Right calf bitten,N
521,2012,USA,2012.09.06.a,Surfing,Lacerations to foot,N
522,2012,USA,2012.09.04,Surfing,Puncture wounds to hand,N
523,2012,USA,2012.09.02.b,Other,Puncture wounds to calf and hand,N
524,2012,USA,2012.09.02.b,Fishing,Minor laceration to hand  PROVOKED INCIDENT,N
525,2012,USA,2012.09.02.a,Swimming,Puncture wound to left ankle,N
526,2012,OTHER,2012.08.31,Fishing,"No injury, shoe bitten by hooked and landed shark PROVOKED INCIDENT",N
527,2012,AUSTRALIA,2012.08.28,Surfing,Lacerations to torso and arm,N
528,2012,BRAZIL,2012.08.26,Swimming,FATAL,Y
529,2012,USA,2012.08.15,Swimming,Lacerations to leg,N
530,2012,AUSTRALIA,2012.08.11,Fishing,"No injury, shark grabbed outboard motor",N
531,2012,USA,2012.08.09,Diving,Lacerations to little finger of left hand,N
532,2012,REUNION,2012.08.05,Surfing,Right hand and foot severed,N
533,2012,OTHER,2012.08.04,Fishing,Shoulder bitten,N
534,2012,USA,2012.07.31.b,Surfing,"No injury, surfer knocked off board when shark struck surfboard",N
535,2012,AUSTRALIA,2012.07.31.a,Surfing,Lacerations to torso & arm,N
536,2012,USA,2012.07.30.b,Surfing,Left foot bitten,N
537,2012,USA,2012.07.30.a,Surfing,Lacerations to both legs below the knees,N
538,2012,USA,2012.07.24,Other,Shark involvement unconfirmed,N
539,2012,REUNION,2012.07.23,Surfing,FATAL,Y
540,2012,OTHER,2012.07.21,Swimming,Probable drowning with post-mortem bite,Y
541,2012,OTHER,2012.07.19,Surfing,"Lacerations to 2 fingers, but shark involvement unconfirmed",N
542,2012,AUSTRALIA,2012.07.14,Surfing,FATAL,Y
543,2012,USA,2012.07.08,Swimming,Lacerations to right ankle and calf,N
544,2012,BAHAMAS,2012.07.07.c,Fishing,Lacerations to right leg,N
545,2012,AUSTRALIA,2012.07.07.b,Diving,Cause of death was drowning & preceded shark involvement,Y
546,2012,USA,2012.07.07.a,Other,"No injury, kayak bitten",N
547,2012,SOUTH AFRICA,2012.07.06,Surfing,Lacerattions to left thigh & knee,N
548,2012,CROATIA,2012.06.28.R,Swimming,"Leg struck. Initally reported as a shark attack, but involved a swordfish",N
549,2012,USA,2012.06.26.c,Swimming,Thigh bitten,N
550,2012,USA,2012.06.26.b,Surfing,Nip to left foot,N
551,2012,USA,2012.06.26.a,Other,Laceration to left calf,N
552,2012,AUSTRALIA,2012.06.22.b,Surfing,"Knocked off board, shark bit nose off surfboard",N
553,2012,USA,2012.06.22.a,Swimming,Minor injury,N
554,2012,AUSTRALIA,2012.06.20,Surfing,"No injury, ski severely damaged",N
555,2012,USA,2012.06.19,Standing,"Laceration to foot. Injured by a stingray, not a shark",N
556,2012,USA,2012.06.18,Wading,Numerous puncture wounds to leg ,N
557,2012,USA,2012.06.15,Fishing,Superficial injury to calf by hooked shark PROVOKED ACCIDENT,N
558,2012,USA,2012.06.14.d,Swimming,Foot & hand bitten,N
559,2012,USA,2012.06.14.c,Swimming,Minor injury,N
560,2012,USA,2012.06.14.b,Swimming,Calf bitten,N
561,2012,USA,2012.06.14.a,Swimming,Laceration to right foot,N
562,2012,AUSTRALIA,2012.06.12,Surfing,Laceration to right foot,N
563,2012,ITALY,2012.06.10,Other,Lower left leg injured PROVOKED ACCIDENT,N
564,2012,AUSTRALIA,2012.06.03,Surfing,"No injury, ski bitten",N
565,2012,USA,2012.06.02.b,Surfing,Laceration to thigh,N
566,2012,USA,2012.06.02.a,Other,Severe laceration to foot,N
567,2012,USA,2012.05.31,Wading,Foot bitten,N
568,2012,MEXICO,2012.05.29,Diving,Left hand severed,N
569,2012,USA,2012.05.23,Surfing,Lacerations to foot,N
570,2012,USA,2012.05.20,Fishing,"No injury, teethmarks in kayak",N
571,2012,FIJI,2012.05.16,Fishing,Lacerations to head,N
572,2012,USA,2012.05.12,Fishing,"No injury, kayaker fell in the water when kayak bitten by a shark",N
573,2012,USA,2012.05.09,Swimming,Upper left thigh bitten,N
574,2012,USA,2012.05.06,Other,"No injury, shark bit paddleboard",N
575,2012,USA,2012.04.19.b,Surfing,Lacerations to hand,N
576,2012,SOUTH AFRICA,2012.04.19.a,Body boarding,FATAL,Y
577,2012,AUSTRALIA,2012.04.11,Other,Minor wound to his thigh when shark bit kayak,N
578,2012,USA,2012.04.03,Surfing,Lacerations to left foot,N
579,2012,USA,2012.04.00,Other,Right shin bitten,N
580,2012,AUSTRALIA,2012.03.31,Diving,FATAL,Y
581,2012,USA,2012.03.24,Surfing,Minor lacerations to foot,N
582,2012,AUSTRALIA,2012.03.22,Fishing,"No injury to occupants. Shark bit propelle, rope & crayfish float",N
583,2012,AUSTRALIA,2012.03.20,Surfing,Lacerations to left calf,N
584,2012,USA,2012.03.15,Surfing,Left forearm bitten,N
585,2012,USA,2012.03.14.b,Surfing,Bitten on ankle,N
586,2012,USA,2012.03.14.a,Surfing,Bitten on calf,N
587,2012,NEW ZEALAND,2012.03.06.b,Surfing,Lacerations to left calf,N
588,2012,AUSTRALIA,2012.03.06.a,Diving,Superficial lacerations to right side of face PROVOKED ACCIDENT,N
589,2012,REUNION,2012.03.05,Body boarding,"No injury, board bitten",N
590,2012,USA,2012.03.04,Surfing,Lacerations to left calf,N
591,2012,OTHER,2012.03.03,Surfing,Harassed by sharks but not injured by them,N
592,2012,OTHER,2012.03.01,Fishing,Hand injured PROVOKED INCIDENT,N
593,2012,USA,2012.02.26,Surfing,Laceration to right foot when he struck a shark PROVOKED INCIDENT,N
594,2012,AUSTRALIA,2012.02.25,Fishing,Laceration to left foot,N
595,2012,SOUTH AFRICA,2012.02.20,Fishing,"No injury to occupants, boat damaged",N
596,2012,AUSTRALIA,2012.02.06,Surfing,"No injury, but fin lost from surfboard",N
597,2012,BAHAMAS,2012.01.22.R,Diving,"No injury, shark grabbed his camera",N
598,2012,USA,2012.01.27,Snorkeling,"No injury, shark bit swim fin",N
599,2012,AUSTRALIA,2012.01.19,Snorkeling,Lacerations to right forearm,N
600,2012,OTHER,2012.01.18.b,Fishing,Bitten on left thigh     PROVOKED ACCIDENT,N
601,2012,AUSTRALIA,2012.01.18.a,Surfing,Lacerations to thigh,N
602,2012,SOUTH AFRICA,2012.01.15,Swimming,FATAL,Y
603,2012,USA,2012.01.13,Surfing,"No injury, surfboard damaged",N
604,2012,AUSTRALIA,2012.01.03,Surfing,Right forearm and wrist injured,N
605,2012,AUSTRALIA,2012.01.02,Fishing,"No injury, punctures to swim fin",N
606,2011,USA,2011.12.31,Other,Hand injured,N
607,2011,OTHER,2011.12.26.R,Swimming,Bitten on right hand & wrist,N
608,2011,OTHER,2011.12.25,Surfing,Lacerations to left thigh and calf,N
609,2011,USA,2011.12.23,Surfing,Laceration to ankle,N
610,2011,USA,2011.12.21.b,Other,"No injury, after kayak collided with the shark, it bit the rudder  PROVOKED INCIDENT",N
611,2011,SOUTH AFRICA,2011.12.21.a,Fishing,No injury but kayak dented,N
612,2011,AUSTRALIA,2011.12.11,Surfing,5 puncture wounds to thigh,N
613,2011,SOUTH AFRICA,2011.12.07.b,Surfing,"No injury, ski damaged",N
614,2011,AUSTRALIA,2011.12.07.a,Surfing,Minor injuries to left leg ,N
615,2011,USA,2011.12.06,Surfing,Minor injury to calf ,N
616,2011,AUSTRALIA,2011.12.05,Fishing,Killed by a shark or crocodile.,Y
617,2011,AUSTRALIA,2011.12.02,Surfing,Torn shoulder ligament as result of collision with shark,N
618,2011,OTHER,2011.11.29,Surfing,Lacerations to right hand,N
619,2011,AUSTRALIA,2011.11.28,Swimming,Puncture marks to foot,N
620,2011,USA,2011.11.22,Other,"No injury, kayak bitten",N
621,2011,PAPUA NEW GUINEA,2011.11.20.R,Diving,"No injury, shark collided with diver",N
622,2011,BRAZIL,2011.11.12,Surfing,Legs bitten,N
623,2011,REUNION,2011.11.11,Diving,Left foot bitten,N
624,2011,USA,2011.10.29.,Surfing,"Lacerations to right wrist, foream & neck",N
625,2011,OTHER,2011.10.28.R,Surfing,"No injury, shark bumped leg & board. ",N
626,2011,SOUTH AFRICA,2011.10.28.,Diving,Arm bitten by captive shark PROVOKED INCIDENT,N
627,2011,AUSTRALIA,2011.10.22,Diving,FATAL,Y
628,2011,USA,2011.10.20,Surfing,"No injury, shark bit surfboard",N
629,2011,AUSTRALIA,2011.10.19,Diving,Small bruise to calf,N
630,2011,USA,2011.10.11,Surfing,Foot bitten,N
631,2011,USA,2011.10.10,Surfing,No injury,N
632,2011,AUSTRALIA,2011.10.09,Swimming,FATAL,Y
633,2011,REUNION,2011.10.05,Other,No injury to occupant,N
634,2011,USA,2011.10.02,Fishing,Minor injury to thigh,N
635,2011,USA,2011.10.01,Other,Lacerations to right wrist and middle finger,N
636,2011,USA,2011.09.30,Surfing,Lacerations to lower right leg ,N
637,2011,OTHER,2011.09.28.b,Fishing,Severe injuries to left arm PROVOKED INCIDENT,N
638,2011,SOUTH AFRICA,2011.09.28.a,Swimming,"Right leg severed, left leg lacerated",N
639,2011,USA,2011.09.24.b,Fishing,Laceration to left thigh,N
640,2011,USA,2011.09.24.a,Other,Laceration to left thigh,N
641,2011,USA,2011.09.20,Other,"No injury, canoe bitten by shark",N
642,2011,REUNION,2011.09.19,Body boarding,FATAL,Y
643,2011,OTHER,2011.09.17,Swimming,FATAL,Y
644,2011,USA,2011.09.16,Surfing,Lacerations to arm,N
645,2011,USA,2011.09.11.b,Surfing,"No injury, board bitten",N
646,2011,PAPUA NEW GUINEA,2011.09.11.a,Surfing,Lacerations to right leg,N
647,2011,USA,2011.09.04.b,Surfing,"No injury, shark bit surfboard",N
648,2011,AUSTRALIA,2011.09.04.a,Body boarding,FATAL,Y
649,2011,USA,2011.09.02,Surfing,Lacerations to ankle & foot,N
650,2011,USA,2011.08.31,Surfing,Lacerations to lower leg,N
651,2011,AUSTRALIA,2011.08.28.b,Swimming,FATAL,Y
652,2011,USA,2011.08.28.a,Fishing,"Lacerations to anterior left shin, abrasion to posteior right leg",N
653,2011,OTHER,2011.08.26,Other,Superficial laceration to shoulder,N
654,2011,USA,2011.08.24.b,Surfing,Lacerations to foot,N
